,date,home-team,vis-team,win-team,lose-team,season,null
28,11/26/90,TEN,BUF,TEN,BUF,1990,0
26,12/2/90,BUF,PHL,BUF,PHL,1990,0
25,12/2/90,CHI,DET,CHI,DET,1990,0
24,12/2/90,PIT,CIN,CIN,PIT,1990,0
23,12/2/90,CLE,LAR,LAR,CLE,1990,0
22,12/2/90,NEP,KCC,KCC,NEP,1990,0
21,12/2/90,WSH,MIA,WSH,MIA,1990,0
20,12/2/90,ARZ,IND,ARZ,IND,1990,0
19,12/2/90,DEN,LVR,LVR,DEN,1990,0
18,12/2/90,SEA,TEN,SEA,TEN,1990,0
17,12/2/90,DAL,NOS,DAL,NOS,1990,0
16,12/2/90,LAC,NYJ,LAC,NYJ,1990,0
15,12/2/90,MIN,GBP,MIN,GBP,1990,0
27,12/2/90,TBB,ATL,TBB,ATL,1990,0
14,12/3/90,SFF,NYG,SFF,NYG,1990,0
4,12/9/90,LAR,NOS,NOS,LAR,1990,0
3,12/9/90,MIA,PHL,MIA,PHL,1990,0
13,12/9/90,ATL,ARZ,ARZ,ATL,1990,0
5,12/9/90,KCC,DEN,KCC,DEN,1990,0
12,12/9/90,IND,BUF,BUF,IND,1990,0
6,12/9/90,WSH,CHI,WSH,CHI,1990,0
7,12/9/90,PIT,NEP,PIT,NEP,1990,0
8,12/9/90,NYG,MIN,NYG,MIN,1990,0
11,12/9/90,CIN,SFF,SFF,CIN,1990,0
9,12/9/90,GBP,SEA,SEA,GBP,1990,0
10,12/9/90,TEN,CLE,TEN,CLE,1990,0
2,12/10/90,DET,LVR,LVR,DET,1990,0
1,12/15/90,NYG,BUF,BUF,NYG,1990,0
0,12/15/90,NEP,WSH,WSH,NEP,1990,0
38,12/16/90,PHL,GBP,PHL,GBP,1990,0
39,12/16/90,DEN,LAC,DEN,LAC,1990,0
40,12/16/90,LVR,CIN,LVR,CIN,1990,0
41,12/16/90,NOS,PIT,PIT,NOS,1990,0
37,12/16/90,DET,CHI,DET,CHI,1990,0
43,12/16/90,MIA,SEA,MIA,SEA,1990,0
44,12/16/90,KCC,TEN,TEN,KCC,1990,0
45,12/16/90,DAL,ARZ,DAL,ARZ,1990,0
46,12/16/90,NYJ,IND,IND,NYJ,1990,0
47,12/16/90,CLE,ATL,CLE,ATL,1990,0
42,12/16/90,TBB,MIN,TBB,MIN,1990,0
36,12/17/90,LAR,SFF,SFF,LAR,1990,0
35,12/22/90,GBP,DET,DET,GBP,1990,0
34,12/22/90,MIN,LVR,LVR,MIN,1990,0
33,12/22/90,IND,WSH,IND,WSH,1990,0
25,12/23/90,ARZ,NYG,NYG,ARZ,1990,0
24,12/23/90,LAC,KCC,KCC,LAC,1990,0
23,12/23/90,SFF,NOS,NOS,SFF,1990,0
22,12/23/90,SEA,DEN,SEA,DEN,1990,0
31,12/23/90,BUF,MIA,BUF,MIA,1990,0
29,12/23/90,CIN,TEN,CIN,TEN,1990,0
30,12/23/90,CHI,TBB,CHI,TBB,1990,0
32,12/23/90,ATL,LAR,ATL,LAR,1990,0
26,12/23/90,NYJ,NEP,NYJ,NEP,1990,0
28,12/23/90,PIT,CLE,PIT,CLE,1990,0
27,12/23/90,PHL,DAL,PHL,DAL,1990,0
20,12/29/90,ARZ,PHL,PHL,ARZ,1990,0
21,12/29/90,CHI,KCC,KCC,CHI,1990,0
9,12/30/90,TEN,PIT,TEN,PIT,1990,0
18,12/30/90,WSH,BUF,WSH,BUF,1990,0
11,12/30/90,TBB,NYJ,NYJ,TBB,1990,0
12,12/30/90,SEA,DET,SEA,DET,1990,0
13,12/30/90,DEN,GBP,DEN,GBP,1990,0
10,12/30/90,LVR,LAC,LVR,LAC,1990,0
15,12/30/90,MIN,SFF,SFF,MIN,1990,0
16,12/30/90,MIA,IND,MIA,IND,1990,0
17,12/30/90,CIN,CLE,CIN,CLE,1990,0
14,12/30/90,NEP,NYG,NYG,NEP,1990,0
19,12/30/90,ATL,DAL,ATL,DAL,1990,0
8,12/31/90,NOS,LAR,NOS,LAR,1990,0
7,1/5/91,PHL,WSH,WSH,PHL,1990,0
6,1/5/91,MIA,KCC,MIA,KCC,1990,0
5,1/6/91,CIN,TEN,CIN,TEN,1990,0
4,1/6/91,CHI,NOS,CHI,NOS,1990,0
2,1/12/91,SFF,WSH,SFF,WSH,1990,0
3,1/12/91,BUF,MIA,BUF,MIA,1990,0
1,1/13/91,NYG,CHI,NYG,CHI,1990,0
0,1/13/91,LVR,CIN,LVR,CIN,1990,0
1,1/20/91,SFF,NYG,NYG,SFF,1990,0
2,1/20/91,BUF,LVR,BUF,LVR,1990,0
0,1/27/91,BUF,NYG,NYG,BUF,1990,0
16,9/1/91,PIT,LAC,PIT,LAC,1991,0
27,9/1/91,KCC,ATL,KCC,ATL,1991,0
26,9/1/91,CLE,DAL,DAL,CLE,1991,0
25,9/1/91,GBP,PHL,PHL,GBP,1991,0
24,9/1/91,NOS,SEA,NOS,SEA,1991,0
23,9/1/91,NYJ,TBB,NYJ,TBB,1991,0
22,9/1/91,BUF,MIA,BUF,MIA,1991,0
20,9/1/91,DEN,CIN,DEN,CIN,1991,0
19,9/1/91,IND,NEP,NEP,IND,1991,0
18,9/1/91,LAR,ARZ,ARZ,LAR,1991,0
17,9/1/91,TEN,LVR,TEN,LVR,1991,0
15,9/1/91,WSH,DET,WSH,DET,1991,0
21,9/1/91,CHI,MIN,CHI,MIN,1991,0
14,9/2/91,NYG,SFF,NYG,SFF,1991,0
13,9/8/91,ATL,MIN,MIN,ATL,1991,0
1,9/8/91,CIN,TEN,TEN,CIN,1991,0
2,9/8/91,SFF,LAC,SFF,LAC,1991,0
3,9/8/91,SEA,NYJ,SEA,NYJ,1991,0
5,9/8/91,NYG,LAR,LAR,NYG,1991,0
12,9/8/91,BUF,PIT,BUF,PIT,1991,0
4,9/8/91,LVR,DEN,LVR,DEN,1991,0
7,9/8/91,DET,GBP,DET,GBP,1991,0
8,9/8/91,PHL,ARZ,ARZ,PHL,1991,0
9,9/8/91,MIA,IND,MIA,IND,1991,0
10,9/8/91,NEP,CLE,CLE,NEP,1991,0
11,9/8/91,TBB,CHI,CHI,TBB,1991,0
6,9/8/91,KCC,NOS,NOS,KCC,1991,0
0,9/9/91,DAL,WSH,WSH,DAL,1991,0
54,9/15/91,LAC,ATL,ATL,LAC,1991,0
50,9/15/91,NOS,LAR,NOS,LAR,1991,0
51,9/15/91,DEN,SEA,DEN,SEA,1991,0
52,9/15/91,LVR,IND,LVR,IND,1991,0
53,9/15/91,NYJ,BUF,BUF,NYJ,1991,0
55,9/15/91,PIT,NEP,PIT,NEP,1991,0
57,9/15/91,GBP,TBB,GBP,TBB,1991,0
58,9/15/91,DET,MIA,DET,MIA,1991,0
59,9/15/91,DAL,PHL,PHL,DAL,1991,0
60,9/15/91,WSH,ARZ,WSH,ARZ,1991,0
61,9/15/91,CLE,CIN,CLE,CIN,1991,0
62,9/15/91,CHI,NYG,CHI,NYG,1991,0
56,9/15/91,MIN,SFF,MIN,SFF,1991,0
49,9/16/91,TEN,KCC,TEN,KCC,1991,0
37,9/22/91,SFF,LAR,SFF,LAR,1991,0
38,9/22/91,KCC,SEA,KCC,SEA,1991,0
39,9/22/91,DEN,LAC,DEN,LAC,1991,0
40,9/22/91,TBB,BUF,BUF,TBB,1991,0
42,9/22/91,NEP,TEN,NEP,TEN,1991,0
46,9/22/91,NYG,CLE,NYG,CLE,1991,0
44,9/22/91,MIA,GBP,MIA,GBP,1991,0
45,9/22/91,IND,DET,DET,IND,1991,0
47,9/22/91,CIN,WSH,WSH,CIN,1991,0
48,9/22/91,ATL,LVR,ATL,LVR,1991,0
43,9/22/91,NOS,MIN,NOS,MIN,1991,0
36,9/22/91,ARZ,DAL,DAL,ARZ,1991,0
41,9/22/91,PHL,PIT,PHL,PIT,1991,0
35,9/23/91,CHI,NYJ,CHI,NYJ,1991,0
26,9/29/91,NYJ,MIA,NYJ,MIA,1991,0
24,9/29/91,MIN,DEN,DEN,MIN,1991,0
25,9/29/91,LVR,SFF,LVR,SFF,1991,0
34,9/29/91,ATL,NOS,NOS,ATL,1991,0
33,9/29/91,BUF,CHI,BUF,CHI,1991,0
27,9/29/91,LAC,KCC,KCC,LAC,1991,0
31,9/29/91,DET,TBB,DET,TBB,1991,0
30,9/29/91,SEA,IND,SEA,IND,1991,0
29,9/29/91,ARZ,NEP,ARZ,NEP,1991,0
28,9/29/91,LAR,GBP,LAR,GBP,1991,0
32,9/29/91,DAL,NYG,DAL,NYG,1991,0
23,9/30/91,WSH,PHL,WSH,PHL,1991,0
15,10/6/91,TBB,PHL,TBB,PHL,1991,0
12,10/6/91,IND,PIT,PIT,IND,1991,0
13,10/6/91,LVR,LAC,LAC,LVR,1991,0
14,10/6/91,NYG,ARZ,NYG,ARZ,1991,0
16,10/6/91,NEP,MIA,MIA,NEP,1991,0
18,10/6/91,TEN,DEN,TEN,DEN,1991,0
19,10/6/91,GBP,DAL,DAL,GBP,1991,0
20,10/6/91,CHI,WSH,WSH,CHI,1991,0
21,10/6/91,CLE,NYJ,NYJ,CLE,1991,0
22,10/6/91,CIN,SEA,SEA,CIN,1991,0
17,10/6/91,DET,MIN,DET,MIN,1991,0
11,10/7/91,KCC,BUF,KCC,BUF,1991,0
2,10/13/91,NYJ,TEN,TEN,NYJ,1991,0
10,10/13/91,DAL,CIN,DAL,CIN,1991,0
9,10/13/91,WSH,CLE,WSH,CLE,1991,0
8,10/13/91,PHL,NOS,NOS,PHL,1991,0
7,10/13/91,BUF,IND,BUF,IND,1991,0
6,10/13/91,MIN,ARZ,MIN,ARZ,1991,0
5,10/13/91,SFF,ATL,ATL,SFF,1991,0
4,10/13/91,LAR,LAC,LAR,LAC,1991,0
3,10/13/91,KCC,MIA,KCC,MIA,1991,0
1,10/13/91,SEA,LVR,LVR,SEA,1991,0
0,10/14/91,PIT,NYG,NYG,PIT,1991,0
49,10/17/91,GBP,CHI,CHI,GBP,1991,0
48,10/20/91,NOS,TBB,NOS,TBB,1991,0
39,10/20/91,LVR,LAR,LVR,LAR,1991,0
41,10/20/91,DEN,KCC,DEN,KCC,1991,0
42,10/20/91,LAC,CLE,CLE,LAC,1991,0
43,10/20/91,ARZ,ATL,ARZ,ATL,1991,0
40,10/20/91,SFF,DET,SFF,DET,1991,0
45,10/20/91,MIA,TEN,TEN,MIA,1991,0
46,10/20/91,IND,NYJ,NYJ,IND,1991,0
47,10/20/91,PIT,SEA,SEA,PIT,1991,0
44,10/20/91,NEP,MIN,NEP,MIN,1991,0
38,10/21/91,BUF,CIN,BUF,CIN,1991,0
28,10/27/91,SEA,LAC,SEA,LAC,1991,0
33,10/27/91,PHL,SFF,SFF,PHL,1991,0
32,10/27/91,CLE,PIT,CLE,PIT,1991,0
31,10/27/91,DET,DAL,DET,DAL,1991,0
30,10/27/91,NEP,DEN,DEN,NEP,1991,0
29,10/27/91,ARZ,MIN,MIN,ARZ,1991,0
27,10/27/91,NYG,WSH,WSH,NYG,1991,0
35,10/27/91,TEN,CIN,TEN,CIN,1991,0
34,10/27/91,TBB,GBP,GBP,TBB,1991,0
36,10/27/91,NOS,CHI,CHI,NOS,1991,0
37,10/27/91,ATL,LAR,ATL,LAR,1991,0
26,10/28/91,KCC,LVR,KCC,LVR,1991,0
20,11/3/91,WSH,TEN,WSH,TEN,1991,0
21,11/3/91,NYJ,GBP,NYJ,GBP,1991,0
22,11/3/91,CIN,CLE,CIN,CLE,1991,0
23,11/3/91,CHI,DET,CHI,DET,1991,0
24,11/3/91,BUF,NEP,BUF,NEP,1991,0
25,11/3/91,ATL,SFF,ATL,SFF,1991,0
18,11/3/91,IND,MIA,MIA,IND,1991,0
16,11/3/91,DAL,ARZ,DAL,ARZ,1991,0
15,11/3/91,DEN,PIT,DEN,PIT,1991,0
19,11/3/91,MIN,TBB,MIN,TBB,1991,0
17,11/3/91,LAR,NOS,NOS,LAR,1991,0
14,11/4/91,PHL,NYG,PHL,NYG,1991,0
2,11/10/91,ARZ,NYG,NYG,ARZ,1991,0
12,11/10/91,GBP,BUF,BUF,GBP,1991,0
13,11/10/91,WSH,ATL,WSH,ATL,1991,0
1,11/10/91,MIA,NEP,MIA,NEP,1991,0
4,11/10/91,LAR,KCC,KCC,LAR,1991,0
5,11/10/91,DEN,LVR,LVR,DEN,1991,0
6,11/10/91,NOS,SFF,NOS,SFF,1991,0
3,11/10/91,LAC,SEA,LAC,SEA,1991,0
8,11/10/91,TEN,DAL,TEN,DAL,1991,0
9,11/10/91,NYJ,IND,IND,NYJ,1991,0
10,11/10/91,CLE,PHL,PHL,CLE,1991,0
11,11/10/91,CIN,PIT,PIT,CIN,1991,0
7,11/10/91,TBB,DET,TBB,DET,1991,0
0,11/11/91,MIN,CHI,CHI,MIN,1991,0
60,11/17/91,NYG,DAL,NYG,DAL,1991,0
55,11/17/91,TEN,CLE,TEN,CLE,1991,0
56,11/17/91,SFF,ARZ,SFF,ARZ,1991,0
58,11/17/91,LAC,NOS,LAC,NOS,1991,0
59,11/17/91,DET,LAR,DET,LAR,1991,0
61,11/17/91,PIT,WSH,WSH,PIT,1991,0
57,11/17/91,LVR,SEA,LVR,SEA,1991,0
63,11/17/91,GBP,MIN,MIN,GBP,1991,0
64,11/17/91,KCC,DEN,DEN,KCC,1991,0
65,11/17/91,PHL,CIN,PHL,CIN,1991,0
66,11/17/91,IND,CHI,CHI,IND,1991,0
67,11/17/91,ATL,TBB,ATL,TBB,1991,0
62,11/17/91,NEP,NYJ,NYJ,NEP,1991,0
54,11/18/91,MIA,BUF,BUF,MIA,1991,0
41,11/24/91,NOS,ATL,ATL,NOS,1991,0
42,11/24/91,ARZ,PHL,PHL,ARZ,1991,0
43,11/24/91,NYJ,LAC,NYJ,LAC,1991,0
44,11/24/91,SEA,DEN,SEA,DEN,1991,0
45,11/24/91,CHI,MIA,MIA,CHI,1991,0
46,11/24/91,PIT,TEN,PIT,TEN,1991,0
47,11/24/91,TBB,NYG,NYG,TBB,1991,0
49,11/24/91,WSH,DAL,DAL,WSH,1991,0
50,11/24/91,GBP,IND,GBP,IND,1991,0
51,11/24/91,CLE,KCC,CLE,KCC,1991,0
52,11/24/91,CIN,LVR,LVR,CIN,1991,0
53,11/24/91,NEP,BUF,NEP,BUF,1991,0
48,11/24/91,MIN,DET,DET,MIN,1991,0
40,11/25/91,LAR,SFF,SFF,LAR,1991,0
39,11/28/91,DET,CHI,DET,CHI,1991,0
38,11/28/91,DAL,PIT,DAL,PIT,1991,0
35,12/1/91,IND,CLE,CLE,IND,1991,0
37,12/1/91,ATL,GBP,ATL,GBP,1991,0
36,12/1/91,BUF,NYJ,BUF,NYJ,1991,0
34,12/1/91,MIA,TBB,MIA,TBB,1991,0
33,12/1/91,CIN,NYG,CIN,NYG,1991,0
32,12/1/91,DEN,NEP,DEN,NEP,1991,0
31,12/1/91,SEA,KCC,KCC,SEA,1991,0
30,12/1/91,SFF,NOS,SFF,NOS,1991,0
29,12/1/91,LAR,WSH,WSH,LAR,1991,0
28,12/1/91,LAC,LVR,LVR,LAC,1991,0
27,12/2/91,TEN,PHL,PHL,TEN,1991,0
14,12/8/91,TBB,MIN,MIN,TBB,1991,0
15,12/8/91,SEA,SFF,SFF,SEA,1991,0
16,12/8/91,DET,NYJ,DET,NYJ,1991,0
17,12/8/91,ARZ,WSH,WSH,ARZ,1991,0
18,12/8/91,LVR,BUF,BUF,LVR,1991,0
20,12/8/91,TEN,PIT,TEN,PIT,1991,0
19,12/8/91,LAR,ATL,ATL,LAR,1991,0
22,12/8/91,KCC,LAC,KCC,LAC,1991,0
23,12/8/91,DAL,NOS,DAL,NOS,1991,0
24,12/8/91,NEP,IND,NEP,IND,1991,0
25,12/8/91,CLE,DEN,DEN,CLE,1991,0
26,12/8/91,CHI,GBP,CHI,GBP,1991,0
21,12/8/91,NYG,PHL,PHL,NYG,1991,0
13,12/9/91,MIA,CIN,MIA,CIN,1991,0
12,12/14/91,CHI,TBB,CHI,TBB,1991,0
11,12/14/91,SFF,KCC,SFF,KCC,1991,0
3,12/15/91,DEN,ARZ,DEN,ARZ,1991,0
0,12/15/91,IND,BUF,BUF,IND,1991,0
1,12/15/91,WSH,NYG,WSH,NYG,1991,0
2,12/15/91,LAC,MIA,LAC,MIA,1991,0
4,12/15/91,NYJ,NEP,NEP,NYJ,1991,0
5,12/15/91,MIN,LAR,MIN,LAR,1991,0
6,12/15/91,GBP,DET,DET,GBP,1991,0
7,12/15/91,PHL,DAL,DAL,PHL,1991,0
8,12/15/91,CLE,TEN,TEN,CLE,1991,0
9,12/15/91,PIT,CIN,PIT,CIN,1991,0
10,12/15/91,ATL,SEA,ATL,SEA,1991,0
24,12/16/91,NOS,LVR,NOS,LVR,1991,0
22,12/21/91,MIN,GBP,GBP,MIN,1991,0
23,12/21/91,NYG,TEN,NYG,TEN,1991,0
12,12/22/91,PHL,WSH,PHL,WSH,1991,0
20,12/22/91,BUF,DET,DET,BUF,1991,0
19,12/22/91,CIN,NEP,CIN,NEP,1991,0
18,12/22/91,PIT,CLE,PIT,CLE,1991,0
17,12/22/91,TBB,IND,TBB,IND,1991,0
16,12/22/91,MIA,NYJ,NYJ,MIA,1991,0
21,12/22/91,DAL,ATL,DAL,ATL,1991,0
15,12/22/91,ARZ,NOS,NOS,ARZ,1991,0
11,12/22/91,SEA,LAR,SEA,LAR,1991,0
13,12/22/91,LVR,KCC,KCC,LVR,1991,0
14,12/22/91,LAC,DEN,DEN,LAC,1991,0
10,12/23/91,SFF,CHI,SFF,CHI,1991,0
8,12/28/91,NOS,ATL,ATL,NOS,1991,0
9,12/28/91,KCC,LVR,KCC,LVR,1991,0
7,12/29/91,CHI,DAL,DAL,CHI,1991,0
6,12/29/91,TEN,NYJ,TEN,NYJ,1991,0
5,1/4/92,WSH,ATL,WSH,ATL,1991,0
4,1/4/92,DEN,TEN,DEN,TEN,1991,0
3,1/5/92,BUF,KCC,BUF,KCC,1991,0
2,1/5/92,DET,DAL,DET,DAL,1991,0
1,1/12/92,BUF,DEN,BUF,DEN,1991,0
0,1/12/92,WSH,DET,WSH,DET,1991,0
0,1/26/92,BUF,WSH,WSH,BUF,1991,0
25,9/6/92,ATL,NYJ,ATL,NYJ,1992,0
24,9/6/92,BUF,LAR,BUF,LAR,1992,0
23,9/6/92,CHI,DET,CHI,DET,1992,0
22,9/6/92,IND,CLE,IND,CLE,1992,0
21,9/6/92,GBP,MIN,MIN,GBP,1992,0
19,9/6/92,TEN,PIT,PIT,TEN,1992,0
18,9/6/92,SEA,CIN,CIN,SEA,1992,0
17,9/6/92,TBB,ARZ,TBB,ARZ,1992,0
16,9/6/92,LAC,KCC,KCC,LAC,1992,0
15,9/6/92,NYG,SFF,SFF,NYG,1992,0
14,9/6/92,DEN,LVR,DEN,LVR,1992,0
20,9/6/92,PHL,NOS,PHL,NOS,1992,0
13,9/7/92,DAL,WSH,DAL,WSH,1992,0
12,9/13/92,WSH,ATL,WSH,ATL,1992,0
11,9/13/92,NOS,CHI,NOS,CHI,1992,0
0,9/13/92,ARZ,PHL,PHL,ARZ,1992,0
1,9/13/92,PIT,NYJ,PIT,NYJ,1992,0
2,9/13/92,DEN,LAC,DEN,LAC,1992,0
4,9/13/92,SFF,BUF,BUF,SFF,1992,0
3,9/13/92,IND,TEN,TEN,IND,1992,0
6,9/13/92,KCC,SEA,KCC,SEA,1992,0
7,9/13/92,TBB,GBP,TBB,GBP,1992,0
8,9/13/92,DET,MIN,DET,MIN,1992,0
9,9/13/92,NYG,DAL,DAL,NYG,1992,0
10,9/13/92,CIN,LVR,CIN,LVR,1992,0
5,9/13/92,LAR,NEP,LAR,NEP,1992,0
48,9/14/92,CLE,MIA,MIA,CLE,1992,0
39,9/20/92,LVR,CLE,CLE,LVR,1992,0
35,9/20/92,BUF,IND,BUF,IND,1992,0
36,9/20/92,LAC,PIT,PIT,LAC,1992,0
37,9/20/92,WSH,DET,WSH,DET,1992,0
38,9/20/92,DAL,ARZ,DAL,ARZ,1992,0
40,9/20/92,MIA,LAR,MIA,LAR,1992,0
43,9/20/92,TEN,KCC,TEN,KCC,1992,0
42,9/20/92,MIN,TBB,MIN,TBB,1992,0
44,9/20/92,PHL,DEN,PHL,DEN,1992,0
45,9/20/92,GBP,CIN,GBP,CIN,1992,0
46,9/20/92,ATL,NOS,NOS,ATL,1992,0
47,9/20/92,NEP,SEA,SEA,NEP,1992,0
41,9/20/92,NYJ,SFF,SFF,NYJ,1992,0
34,9/21/92,CHI,NYG,NYG,CHI,1992,0
25,9/27/92,LAR,NYJ,LAR,NYJ,1992,0
33,9/27/92,CHI,ATL,CHI,ATL,1992,0
32,9/27/92,NEP,BUF,BUF,NEP,1992,0
31,9/27/92,CIN,MIN,MIN,CIN,1992,0
30,9/27/92,CLE,DEN,DEN,CLE,1992,0
28,9/27/92,TEN,LAC,TEN,LAC,1992,0
27,9/27/92,SEA,MIA,MIA,SEA,1992,0
26,9/27/92,GBP,PIT,GBP,PIT,1992,0
24,9/27/92,NOS,SFF,SFF,NOS,1992,0
29,9/27/92,DET,TBB,TBB,DET,1992,0
23,9/28/92,KCC,LVR,KCC,LVR,1992,0
12,10/4/92,NYJ,NEP,NYJ,NEP,1992,0
13,10/4/92,LAC,SEA,LAC,SEA,1992,0
14,10/4/92,SFF,LAR,SFF,LAR,1992,0
15,10/4/92,DEN,KCC,DEN,KCC,1992,0
16,10/4/92,LVR,NYG,LVR,NYG,1992,0
22,10/4/92,TBB,IND,IND,TBB,1992,0
18,10/4/92,DET,NOS,NOS,DET,1992,0
19,10/4/92,MIN,CHI,MIN,CHI,1992,0
20,10/4/92,BUF,MIA,MIA,BUF,1992,0
21,10/4/92,ATL,GBP,ATL,GBP,1992,0
17,10/4/92,ARZ,WSH,ARZ,WSH,1992,0
11,10/5/92,PHL,DAL,PHL,DAL,1992,0
9,10/11/92,NYG,ARZ,NYG,ARZ,1992,0
8,10/11/92,DAL,SEA,DAL,SEA,1992,0
6,10/11/92,MIA,ATL,MIA,ATL,1992,0
5,10/11/92,KCC,PHL,KCC,PHL,1992,0
4,10/11/92,CIN,TEN,TEN,CIN,1992,0
3,10/11/92,IND,NYJ,IND,NYJ,1992,0
2,10/11/92,LVR,BUF,LVR,BUF,1992,0
1,10/11/92,NOS,LAR,NOS,LAR,1992,0
10,10/11/92,CLE,PIT,CLE,PIT,1992,0
7,10/11/92,NEP,SFF,SFF,NEP,1992,0
0,10/12/92,WSH,DEN,WSH,DEN,1992,0
50,10/15/92,MIN,DET,MIN,DET,1992,0
49,10/18/92,CHI,TBB,CHI,TBB,1992,0
48,10/18/92,CLE,GBP,CLE,GBP,1992,0
47,10/18/92,IND,LAC,LAC,IND,1992,0
46,10/18/92,DAL,KCC,DAL,KCC,1992,0
45,10/18/92,WSH,PHL,WSH,PHL,1992,0
44,10/18/92,ARZ,NOS,NOS,ARZ,1992,0
43,10/18/92,MIA,NEP,MIA,NEP,1992,0
42,10/18/92,LAR,NYG,LAR,NYG,1992,0
41,10/18/92,SFF,ATL,SFF,ATL,1992,0
40,10/18/92,DEN,TEN,DEN,TEN,1992,0
39,10/18/92,SEA,LVR,LVR,SEA,1992,0
38,10/19/92,PIT,CIN,PIT,CIN,1992,0
37,10/25/92,GBP,CHI,CHI,GBP,1992,0
36,10/25/92,TEN,CIN,TEN,CIN,1992,0
35,10/25/92,PHL,ARZ,PHL,ARZ,1992,0
34,10/25/92,TBB,DET,DET,TBB,1992,0
33,10/25/92,MIN,WSH,WSH,MIN,1992,0
32,10/25/92,NYG,SEA,NYG,SEA,1992,0
31,10/25/92,NEP,CLE,CLE,NEP,1992,0
30,10/25/92,MIA,IND,IND,MIA,1992,0
29,10/25/92,LVR,DAL,DAL,LVR,1992,0
28,10/25/92,LAC,DEN,LAC,DEN,1992,0
27,10/25/92,KCC,PIT,PIT,KCC,1992,0
26,10/26/92,NYJ,BUF,BUF,NYJ,1992,0
18,11/1/92,LAC,IND,LAC,IND,1992,0
24,11/1/92,BUF,NEP,BUF,NEP,1992,0
15,11/1/92,WSH,NYG,NYG,WSH,1992,0
17,11/1/92,ARZ,SFF,ARZ,SFF,1992,0
25,11/1/92,ATL,LAR,ATL,LAR,1992,0
19,11/1/92,CIN,CLE,CIN,CLE,1992,0
16,11/1/92,DAL,PHL,DAL,PHL,1992,0
21,11/1/92,NOS,TBB,NOS,TBB,1992,0
22,11/1/92,NYJ,MIA,NYJ,MIA,1992,0
23,11/1/92,DET,GBP,GBP,DET,1992,0
20,11/1/92,PIT,TEN,PIT,TEN,1992,0
14,11/2/92,CHI,MIN,MIN,CHI,1992,0
5,11/8/92,LAR,ARZ,ARZ,LAR,1992,0
1,11/8/92,CHI,CIN,CIN,CHI,1992,0
2,11/8/92,SEA,WSH,WSH,SEA,1992,0
3,11/8/92,KCC,LAC,KCC,LAC,1992,0
4,11/8/92,DEN,NYJ,DEN,NYJ,1992,0
6,11/8/92,BUF,PIT,BUF,PIT,1992,0
9,11/8/92,TBB,MIN,MIN,TBB,1992,0
8,11/8/92,NEP,NOS,NOS,NEP,1992,0
10,11/8/92,NYG,GBP,NYG,GBP,1992,0
11,11/8/92,DET,DAL,DAL,DET,1992,0
12,11/8/92,IND,MIA,MIA,IND,1992,0
13,11/8/92,TEN,CLE,CLE,TEN,1992,0
7,11/8/92,PHL,LVR,PHL,LVR,1992,0
0,11/9/92,ATL,SFF,SFF,ATL,1992,0
61,11/15/92,TBB,CHI,TBB,CHI,1992,0
57,11/15/92,DEN,NYG,DEN,NYG,1992,0
58,11/15/92,LVR,SEA,LVR,SEA,1992,0
59,11/15/92,SFF,NOS,SFF,NOS,1992,0
60,11/15/92,DAL,LAR,LAR,DAL,1992,0
62,11/15/92,MIN,TEN,TEN,MIN,1992,0
68,11/15/92,NYJ,CIN,NYJ,CIN,1992,0
64,11/15/92,GBP,PHL,GBP,PHL,1992,0
65,11/15/92,PIT,DET,PIT,DET,1992,0
66,11/15/92,IND,NEP,NEP,IND,1992,0
67,11/15/92,CLE,LAC,LAC,CLE,1992,0
69,11/15/92,ATL,ARZ,ATL,ARZ,1992,0
63,11/15/92,KCC,WSH,KCC,WSH,1992,0
56,11/16/92,MIA,BUF,BUF,MIA,1992,0
45,11/22/92,LAR,SFF,SFF,LAR,1992,0
46,11/22/92,NEP,NYJ,NEP,NYJ,1992,0
48,11/22/92,ARZ,DAL,DAL,ARZ,1992,0
49,11/22/92,NYG,PHL,PHL,NYG,1992,0
52,11/22/92,MIN,CLE,MIN,CLE,1992,0
51,11/22/92,PIT,IND,PIT,IND,1992,0
53,11/22/92,CIN,DET,DET,CIN,1992,0
54,11/22/92,CHI,GBP,GBP,CHI,1992,0
55,11/22/92,BUF,ATL,BUF,ATL,1992,0
44,11/22/92,LAC,TBB,LAC,TBB,1992,0
50,11/22/92,MIA,TEN,MIA,TEN,1992,0
43,11/22/92,SEA,KCC,KCC,SEA,1992,0
47,11/22/92,LVR,DEN,LVR,DEN,1992,0
42,11/23/92,NOS,WSH,NOS,WSH,1992,0
40,11/26/92,DAL,NYG,DAL,NYG,1992,0
41,11/26/92,DET,TEN,TEN,DET,1992,0
37,11/29/92,CIN,PIT,PIT,CIN,1992,0
29,11/29/92,LAC,LVR,LAC,LVR,1992,0
30,11/29/92,SFF,PHL,SFF,PHL,1992,0
31,11/29/92,LAR,MIN,MIN,LAR,1992,0
32,11/29/92,IND,BUF,IND,BUF,1992,0
33,11/29/92,NOS,MIA,NOS,MIA,1992,0
34,11/29/92,NYJ,KCC,KCC,NYJ,1992,0
35,11/29/92,GBP,TBB,GBP,TBB,1992,0
36,11/29/92,WSH,ARZ,WSH,ARZ,1992,0
38,11/29/92,CLE,CHI,CLE,CHI,1992,0
39,11/29/92,ATL,NEP,ATL,NEP,1992,0
